Division,Line,Station_Name,Station_Latitude,Station_Longitude,Route_1,Route_2,Route_3,Route_4,Route_5,Route_6,Route_7,Route_8,Route_9,Route_10,Route_11,Entrance_Type,Entry,Exit_Only,Vending,Staffing,Staff_Hours,ADA,ADA_Notes,Free_Crossover,North_South_Street,East_West_Street,Corner,Latitude,Longitude
IND,6 Avenue,14th St,40.738228,-73.996209,F,L,M,1,2,3,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,6th Ave,16th St,SE,40.738529,-73.995685
IND,6 Avenue,14th St,40.738228,-73.996209,F,L,M,1,2,3,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,6th Ave,16th St,NW,40.738838,-73.996023
IND,6 Avenue,14th St,40.738228,-73.996209,F,L,M,1,2,3,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,6th Ave,16th St,SW,40.738718,-73.996121
IND,6 Avenue,14th St,40.738228,-73.996209,F,L,M,1,2,3,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,6th Ave,14th St,NE,40.737286,-73.996437
IND,6 Avenue,14th St,40.738228,-73.996209,F,L,M,1,2,3,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,6th Ave,14th St,NE,40.737316,-73.996508
BMT,Canarsie,8th Av,40.739777,-74.002578,A,C,E,L,,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,8th Ave,14th St,SE,40.73955,-74.002389
BMT,Canarsie,8th Av,40.739777,-74.002578,A,C,E,L,,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,8th Ave,14th St,SW,40.739734,-74.002804
IRT,Lexington,23rd St,40.739864,-73.986599,6,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,In Planning,FALSE,Park Ave,23rd St,SE,40.740008,-73.986233
IRT,Lexington,23rd St,40.739864,-73.986599,6,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,In Planning,FALSE,Park Ave,23rd St,SE,40.739984,-73.986343
IRT,Lexington,23rd St,40.739864,-73.986599,6,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,In Planning,FALSE,Park Ave,23rd St,NE,40.74018,-73.986006
IRT,Lexington,23rd St,40.739864,-73.986599,6,,,,,,,,,,,Easement,YES,,YES,NONE,,FALSE,In Planning,FALSE,Park Ave,23rd St,NW,40.740419,-73.986452
IRT,Lexington,23rd St,40.739864,-73.986599,6,,,,,,,,,,,Easement,YES,,YES,NONE,,FALSE,In Planning,FALSE,Park Ave,22nd St,SW,40.739501,-73.987134
IRT,Lexington,23rd St,40.739864,-73.986599,6,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,In Planning,FALSE,Park Ave,23rd St,SW,40.740097,-73.986601
IRT,Lexington,23rd St,40.739864,-73.986599,6,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,In Planning,FALSE,Park Ave,23rd St,SW,40.74018,-73.986617
IRT,Lexington,23rd St,40.739864,-73.986599,6,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,In Planning,FALSE,Park Ave,22nd St,NW,40.739674,-73.98704
IRT,Lexington,23rd St,40.739864,-73.986599,6,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,In Planning,FALSE,Park Ave,22nd St,NE,40.739477,-73.986562
IND,8 Avenue,14th St,40.740893,-74.00169,A,C,E,L,,,,,,,,Easement,YES,,YES,FULL,,TRUE,,TRUE,8th Ave,16th St,SW,40.740938,-74.001919
IND,8 Avenue,14th St,40.740893,-74.00169,A,C,E,L,,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,8th Ave,16th St,NW,40.741235,-74.001715
IND,8 Avenue,14th St,40.740893,-74.00169,A,C,E,L,,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,8th Ave,16th St,SE,40.740944,-74.001402
IND,8 Avenue,14th St,40.740893,-74.00169,A,C,E,L,,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,8th Ave,16th St,NE,40.741046,-74.001284
IND,8 Avenue,14th St,40.740893,-74.00169,A,C,E,L,,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,8th Ave,14th St,NW,40.739949,-74.002655
IND,8 Avenue,14th St,40.740893,-74.00169,A,C,E,L,,,,,,,,Stair,NO,,NO,NONE,,TRUE,,TRUE,8th Ave,15th St,NE,40.74041,-74.00175
IND,8 Avenue,14th St,40.740893,-74.00169,A,C,E,L,,,,,,,,Stair,NO,,NO,NONE,,TRUE,,TRUE,8th Ave,15th St,NW,40.740598,-74.002185
IND,8 Avenue,14th St,40.740893,-74.00169,A,C,E,L,,,,,,,,Stair,NO,,NO,NONE,,TRUE,,TRUE,8th Ave,14th St,NE,40.739776,-74.002256
IRT,Broadway-7th Ave,18th St,40.74104,-73.997871,1,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,7th Ave,18th St,SE,40.74092,-73.997698
IRT,Broadway-7th Ave,18th St,40.74104,-73.997871,1,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,7th Ave,18th St,NE,40.741015,-73.99758
IRT,Broadway-7th Ave,18th St,40.74104,-73.997871,1,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,7th Ave,18th St,SW,40.741081,-73.998105
IRT,Broadway-7th Ave,18th St,40.74104,-73.997871,1,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,7th Ave,18th St,NW,40.741206,-73.998035
IRT,Broadway-7th Ave,18th St,40.74104,-73.997871,1,,,,,,,,,,,Stair,NO,Yes,NO,NONE,,FALSE,,FALSE,7th Ave,18th St,NW,40.741783,-73.997557
IRT,Broadway-7th Ave,18th St,40.74104,-73.997871,1,,,,,,,,,,,Stair,NO,Yes,NO,NONE,,FALSE,,FALSE,7th Ave,18th St,NE,40.741617,-73.997197
BMT,Broadway,23rd St,40.741303,-73.989344,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Broadway,23rd St,SE,40.74108,-73.989083
BMT,Broadway,23rd St,40.741303,-73.989344,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Broadway,23rd St,SE,40.741111,-73.98892
BMT,Broadway,23rd St,40.741303,-73.989344,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Broadway,23rd St,NE,40.741378,-73.988895
BMT,Broadway,23rd St,40.741303,-73.989344,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Broadway,23rd St,NE,40.741539,-73.988989
BMT,Broadway,23rd St,40.741303,-73.989344,N,R,,,,,,,,,,Stair,YES,,NO,NONE,,FALSE,,FALSE,Broadway,22nd St,NE,40.740643,-73.989217
BMT,Broadway,23rd St,40.741303,-73.989344,N,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,5th Ave,22nd St,NE,40.741208,-73.989639
BMT,Broadway,23rd St,40.741303,-73.989344,N,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,Broadway,23rd St,NW,40.741913,-73.989428
BMT,Broadway,23rd St,40.741303,-73.989344,N,R,,,,,,,,,,Stair,NO,Yes,NO,NONE,,FALSE,,FALSE,Broadway,22nd St,NW,40.740758,-73.989632
IND,6 Avenue,23rd St,40.742878,-73.992821,F,M,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,6th Ave,23rd St,SE,40.742659,-73.992489
IND,6 Avenue,23rd St,40.742878,-73.992821,F,M,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,6th Ave,23rd St,SE,40.742715,-73.992617
IND,6 Avenue,23rd St,40.742878,-73.992821,F,M,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,6th Ave,23rd St,NE,40.74288,-73.992506
IND,6 Avenue,23rd St,40.742878,-73.992821,F,M,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,6th Ave,23rd St,NE,40.742825,-73.992383
IND,6 Avenue,23rd St,40.742878,-73.992821,F,M,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,6th Ave,23rd St,NW,40.743121,-73.993099
IND,6 Avenue,23rd St,40.742878,-73.992821,F,M,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,6th Ave,23rd St,NW,40.743066,-73.992971
IND,6 Avenue,23rd St,40.742878,-73.992821,F,M,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,6th Ave,23rd St,SW,40.742977,-73.993188
IND,6 Avenue,23rd St,40.742878,-73.992821,F,M,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,6th Ave,23rd St,SW,40.742922,-73.993066
IRT,Lexington,28th St,40.74307,-73.984264,6,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Park Ave,28th St,SE,40.743128,-73.983806
IRT,Lexington,28th St,40.74307,-73.984264,6,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Park Ave,28th St,SE,40.743167,-73.983896
IRT,Lexington,28th St,40.74307,-73.984264,6,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Park Ave,28th St,NE,40.743304,-73.983857
IRT,Lexington,28th St,40.74307,-73.984264,6,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Park Ave,28th St,NE,40.743257,-73.983738
IRT,Lexington,28th St,40.74307,-73.984264,6,,,,,,,,,,,Easement,YES,,YES,NONE,,FALSE,,FALSE,Park Ave,28th St,NW,40.743484,-73.98428
IRT,Lexington,28th St,40.74307,-73.984264,6,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,Park Ave,28th St,SW,40.743394,-73.984409
IRT,Lexington,28th St,40.74307,-73.984264,6,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,Park Ave,28th St,SW,40.743351,-73.984302
IRT,Broadway-7th Ave,23rd St,40.744081,-73.995657,1,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,7th Ave,23rd St,SE,40.74391,-73.995608
IRT,Broadway-7th Ave,23rd St,40.744081,-73.995657,1,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,7th Ave,23rd St,NE,40.74412,-73.995348
IRT,Broadway-7th Ave,23rd St,40.744081,-73.995657,1,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,7th Ave,23rd St,SW,40.744017,-73.995901
IRT,Broadway-7th Ave,23rd St,40.744081,-73.995657,1,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,7th Ave,23rd St,NW,40.744313,-73.995811
BMT,Broadway,28th St,40.745494,-73.988691,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Broadway,28th St,SE,40.745089,-73.988472
BMT,Broadway,28th St,40.745494,-73.988691,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Broadway,28th St,NE,40.745299,-73.988579
BMT,Broadway,28th St,40.745494,-73.988691,N,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,Broadway,28th St,SW,40.745281,-73.988923
BMT,Broadway,28th St,40.745494,-73.988691,N,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,Broadway,28th St,NW,40.745488,-73.98901
IND,8 Avenue,23rd St,40.745906,-73.998041,C,E,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,8th Ave,23rd St,SE,40.745102,-73.998365
IND,8 Avenue,23rd St,40.745906,-73.998041,C,E,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,8th Ave,23rd St,NE,40.745299,-73.998145
IND,8 Avenue,23rd St,40.745906,-73.998041,C,E,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,8th Ave,25th St,NW,40.746732,-73.997711
IND,8 Avenue,23rd St,40.745906,-73.998041,C,E,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,8th Ave,25th St,SW,40.746603,-73.997801
IND,8 Avenue,23rd St,40.745906,-73.998041,C,E,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,8th Ave,23rd St,SW,40.745278,-73.998771
IND,8 Avenue,23rd St,40.745906,-73.998041,C,E,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,8th Ave,23rd St,NW,40.745505,-73.998642
IND,8 Avenue,23rd St,40.745906,-73.998041,C,E,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,8th Ave,25th St,NE,40.746535,-73.997271
IND,8 Avenue,23rd St,40.745906,-73.998041,C,E,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,8th Ave,25th St,NE,40.746483,-73.997142
IND,8 Avenue,23rd St,40.745906,-73.998041,C,E,,,,,,,,,,Stair,NO,Yes,NO,NONE,,FALSE,,TRUE,8th Ave,24th St,NW,40.74611,-73.998145
IND,8 Avenue,23rd St,40.745906,-73.998041,C,E,,,,,,,,,,Stair,NO,Yes,NO,NONE,,FALSE,,TRUE,8th Ave,24th St,SE,40.745814,-73.997852
IND,8 Avenue,23rd St,40.745906,-73.998041,C,E,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,8th Ave,25th St,SE,40.746427,-73.99735
IRT,Lexington,33rd St,40.746081,-73.982076,6,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Park Ave,33rd St,SE,40.746263,-73.981663
IRT,Lexington,33rd St,40.746081,-73.982076,6,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Park Ave,33rd St,SE,40.746242,-73.9816
IRT,Lexington,33rd St,40.746081,-73.982076,6,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Park Ave,33rd St,NE,40.74655,-73.981533
IRT,Lexington,33rd St,40.746081,-73.982076,6,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,Park Ave,32nd St,SE,40.745585,-73.982198
IRT,Lexington,33rd St,40.746081,-73.982076,6,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,Park Ave,32nd St,SE,40.745641,-73.982103
IRT,Lexington,33rd St,40.746081,-73.982076,6,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,Park Ave,33rd St,SW,40.746447,-73.982147
IRT,Lexington,33rd St,40.746081,-73.982076,6,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,Park Ave,33rd St,NW,40.746632,-73.981882
IRT,Lexington,33rd St,40.746081,-73.982076,6,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,Park Ave,32nd St,SW,40.745723,-73.982531
IRT,Lexington,33rd St,40.746081,-73.982076,6,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,Park Ave,32nd St,SW,40.745821,-73.982576
IRT,Broadway-7th Ave,28th St,40.747215,-73.993365,1,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,7th Ave,28th St,SW,40.747264,-73.993611
IRT,Broadway-7th Ave,28th St,40.747215,-73.993365,1,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,7th Ave,28th St,NW,40.747392,-73.99351
IRT,Broadway-7th Ave,28th St,40.747215,-73.993365,1,,,,,,,,,,,Stair,NO,Yes,NO,NONE,,FALSE,,FALSE,7th Ave,27th St,NW,40.746787,-73.993955
IRT,Broadway-7th Ave,28th St,40.747215,-73.993365,1,,,,,,,,,,,Stair,NO,Yes,NO,NONE,,FALSE,,FALSE,7th Ave,27th St,NE,40.746594,-73.993555
IRT,Broadway-7th Ave,28th St,40.747215,-73.993365,1,,,,,,,,,,,Stair,YES,,YES,PART,5:50am-1:10pm everyday,FALSE,,FALSE,7th Ave,28th St,SE,40.747036,-73.993138
IRT,Broadway-7th Ave,28th St,40.747215,-73.993365,1,,,,,,,,,,,Stair,YES,,YES,PART,5:50am-1:10pm everyday,FALSE,,FALSE,7th Ave,28th St,NE,40.747216,-73.993121
BMT,Broadway,34th St,40.749567,-73.98795,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,6th Ave,34th St,SE,40.74959,-73.98762
BMT,Broadway,34th St,40.749567,-73.98795,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,6th Ave,34th St,NE,40.749891,-73.987495
BMT,Broadway,34th St,40.749567,-73.98795,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,Broadway,32nd St,NE,40.748294,-73.987976
BMT,Broadway,34th St,40.749567,-73.98795,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,Broadway,32nd St,NW,40.748477,-73.988288
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Elevator,YES,,YES,FULL,,TRUE,,TRUE,,,,40.749615,-73.988159
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,Broadway,34th St,SW,40.749845,-73.988254
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,Broadway,34th St,NW,40.750088,-73.988142
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,Broadway,35th St,SW,40.750674,-73.988031
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,6th Ave,35th St,SE,40.750271,-73.987066
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,Broadway,35th St,NW,40.75088,-73.988096
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,6th Ave,35th St,NW,40.750647,-73.987346
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,6th Ave,35th St,NE,40.750404,-73.986989
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Easement,YES,,YES,PART,6:35am-9:40pm everyday,TRUE,,TRUE,6th Ave,33rd St,SW,40.74895,-73.988623
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Easement,YES,,YES,PART,6:35am-9:40pm everyday,TRUE,,TRUE,6th Ave,32nd St,NW,40.748746,-73.988774
IRT,Broadway-7th Ave,34th St,40.750373,-73.991057,1,2,3,,,,,,,,,Easement,YES,,YES,FULL,,TRUE,,TRUE,7th Ave,34th St,SW,40.751046,-73.991271
IRT,Broadway-7th Ave,34th St,40.750373,-73.991057,1,2,3,,,,,,,,,Easement,YES,,YES,NONE,,TRUE,,TRUE,7th Ave,32nd St,NE,40.749656,-73.99113
IRT,Broadway-7th Ave,34th St,40.750373,-73.991057,1,2,3,,,,,,,,,Easement,YES,,YES,NONE,,TRUE,,TRUE,7th Ave,33rd St,SE,40.750077,-73.99082
IRT,Broadway-7th Ave,34th St,40.750373,-73.991057,1,2,3,,,,,,,,,Easement,YES,,YES,NONE,,TRUE,,TRUE,7th Ave,33rd St,NE,40.750283,-73.99065
IRT,Broadway-7th Ave,34th St,40.750373,-73.991057,1,2,3,,,,,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,7th Ave,33rd St,NE,40.750313,-73.990854
IRT,Broadway-7th Ave,34th St,40.750373,-73.991057,1,2,3,,,,,,,,,Stair,YES,,NO,NONE,,TRUE,,TRUE,7th Ave,33rd St,NW,40.750476,-73.991254
IRT,Broadway-7th Ave,34th St,40.750373,-73.991057,1,2,3,,,,,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,7th Ave,34th St,SW,40.750982,-73.990899
IRT,Broadway-7th Ave,34th St,40.750373,-73.991057,1,2,3,,,,,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,7th Ave,34th St,NW,40.751187,-73.990791
IRT,Broadway-7th Ave,34th St,40.750373,-73.991057,1,2,3,,,,,,,,,Easement,YES,,YES,PART,5:50am-1:10pm everyday,TRUE,,TRUE,7th Ave,32nd St,W,40.74979,-73.991721
IRT,Broadway-7th Ave,34th St,40.750373,-73.991057,1,2,3,,,,,,,,,Easement,YES,,YES,PART,3:30pm-11pm everyday,TRUE,,TRUE,7th Ave,34th St,SE,40.75081,-73.990481
IRT,Broadway-7th Ave,34th St,40.750373,-73.991057,1,2,3,,,,,,,,,Stair,YES,,YES,PART,3:30pm-11pm everyday,TRUE,,TRUE,7th Ave,34th St,NE,40.75102,-73.990323
IRT,Flushing,Grand Central-42nd St,40.751431,-73.976041,GS,4,5,6,7,,,,,,,Easement,YES,,YES,NONE,,TRUE,,TRUE,3rd Ave,42nd St,SW,40.750851,-73.975078
IRT,Lexington,Grand Central-42nd St,40.751776,-73.976848,GS,4,5,6,7,,,,,,,Easement,YES,,YES,NONE,,TRUE,,TRUE,Park Ave,42nd St,SE,40.751741,-73.977691
IRT,Lexington,Grand Central-42nd St,40.751776,-73.976848,GS,4,5,6,7,,,,,,,Easement,YES,,YES,NONE,,TRUE,,TRUE,Park Ave,42nd St,SE,40.751653,-73.977753
IRT,Lexington,Grand Central-42nd St,40.751776,-73.976848,GS,4,5,6,7,,,,,,,Easement,YES,,YES,NONE,,TRUE,,TRUE,Lexington Ave,42nd St,SW,40.751352,-73.976396
IRT,Lexington,Grand Central-42nd St,40.751776,-73.976848,GS,4,5,6,7,,,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,Park Ave,42nd St,SE,40.751647,-73.977382
IRT,Lexington,Grand Central-42nd St,40.751776,-73.976848,GS,4,5,6,7,,,,,,,Easement,NO,Yes,NO,NONE,,TRUE,,TRUE,Park Ave,42nd St,SE,40.751721,-73.977197
IRT,Lexington,Grand Central-42nd St,40.751776,-73.976848,GS,4,5,6,7,,,,,,,Easement,YES,,YES,PART,11am-7pm everyday,TRUE,,TRUE,Lexington Ave,43rd St,SE,40.751801,-73.975294
IRT,Lexington,Grand Central-42nd St,40.751776,-73.976848,GS,4,5,6,7,,,,,,,Easement,YES,,YES,PART,11am-7pm everyday,TRUE,,TRUE,Lexington Ave,42nd St,NE,40.751345,-73.975409
IRT,Lexington,Grand Central-42nd St,40.751776,-73.976848,GS,4,5,6,7,,,,,,,Stair,YES,,YES,PART,11am-7pm everyday,TRUE,,TRUE,Lexington Ave,42nd St,NW,40.751701,-73.976087
IND,8 Avenue,34th St,40.752287,-73.993391,A,C,E,,,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,8th Ave,34th St,SE,40.75202,-73.993352
IND,8 Avenue,34th St,40.752287,-73.993391,A,C,E,,,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,8th Ave,34th St,NE,40.752161,-73.993109
IND,8 Avenue,34th St,40.752287,-73.993391,A,C,E,,,,,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,8th Ave,35th St,SE,40.752689,-73.992742
IND,8 Avenue,34th St,40.752287,-73.993391,A,C,E,,,,,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,8th Ave,35th St,NE,40.752796,-73.992669
IND,8 Avenue,34th St,40.752287,-73.993391,A,C,E,,,,,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,8th Ave,35th St,NE,40.752766,-73.992596
IND,8 Avenue,34th St,40.752287,-73.993391,A,C,E,,,,,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,8th Ave,35th St,SW,40.752877,-73.993244
IND,8 Avenue,34th St,40.752287,-73.993391,A,C,E,,,,,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,8th Ave,35th St,NW,40.753053,-73.993256
IND,8 Avenue,34th St,40.752287,-73.993391,A,C,E,,,,,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,8th Ave,35th St,NW,40.753032,-73.993188
IND,8 Avenue,34th St,40.752287,-73.993391,A,C,E,,,,,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,8th Ave,34th St,SW,40.752178,-73.993701
IND,8 Avenue,34th St,40.752287,-73.993391,A,C,E,,,,,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,8th Ave,34th St,NW,40.752427,-73.993679
IND,8 Avenue,34th St,40.752287,-73.993391,A,C,E,,,,,,,,,Stair,YES,,YES,PART,6am-9:30am everyday,TRUE,,TRUE,8th Ave,33rd St,SE,40.751291,-73.993887
IND,8 Avenue,34th St,40.752287,-73.993391,A,C,E,,,,,,,,,Stair,YES,,YES,PART,6am-9:30am everyday,TRUE,,TRUE,8th Ave,33rd St,NE,40.751432,-73.993538
IND,8 Avenue,34th St,40.752287,-73.993391,A,C,E,,,,,,,,,Stair,YES,,YES,PART,6:30am-10:10pm everyday,TRUE,,TRUE,8th Ave,33rd St,NW,40.751677,-73.994107
IND,8 Avenue,34th St,40.752287,-73.993391,A,C,E,,,,,,,,,Stair,YES,,YES,PART,6:30am-10:10pm everyday,TRUE,,TRUE,8th Ave,33rd St,SW,40.751561,-73.994243
IND,8 Avenue,34th St,40.752287,-73.993391,A,C,E,,,,,,,,,Stair,YES,,YES,PART,6:30am-10:10pm everyday,TRUE,,TRUE,8th Ave,33rd St,SW,40.751539,-73.994181
IRT,42nd St Shuttle,Grand Central,40.752769,-73.979189,GS,4,5,6,7,,,,,,,Easement,YES,,YES,NONE,,TRUE,,TRUE,Madison Ave,42nd St,NE,40.75283,-73.978917
IRT,42nd St Shuttle,Grand Central,40.752769,-73.979189,GS,4,5,6,7,,,,,,,Easement,YES,,YES,NONE,,TRUE,,TRUE,Vanderbilt Ave,42nd St,SE,40.752218,-73.978396
IRT,42nd St Shuttle,Grand Central,40.752769,-73.979189,GS,4,5,6,7,,,,,,,Easement,YES,,YES,NONE,,TRUE,,TRUE,Vanderbilt Ave,42nd St,SE,40.752279,-73.97828
IRT,42nd St Shuttle,Grand Central,40.752769,-73.979189,GS,4,5,6,7,,,,,,,Easement,YES,,YES,NONE,,TRUE,,TRUE,Vanderbilt Ave,42nd St,NW,40.752717,-73.978487
IRT,42nd St Shuttle,Grand Central,40.752769,-73.979189,GS,4,5,6,7,,,,,,,Escalator,YES,,YES,NONE,,TRUE,,TRUE,Park Ave,42nd St,SW,40.752184,-73.978048
IRT,42nd St Shuttle,Grand Central,40.752769,-73.979189,GS,4,5,6,7,,,,,,,Easement,NO,,NO,NONE,,TRUE,,TRUE,Madison Ave,42nd St,SW,40.752846,-73.979798
IRT,42nd St Shuttle,Grand Central,40.752769,-73.979189,GS,4,5,6,7,,,,,,,Stair,NO,,NO,NONE,,TRUE,,TRUE,Madison Ave,42nd St,NW,40.753087,-73.979537
IND,6 Avenue,42nd St,40.754222,-73.984569,B,D,F,M,7,,,,,,,Easement,YES,,YES,FULL,,FALSE,,TRUE,6th Ave,42nd St,SW,40.754849,-73.984627
IND,6 Avenue,42nd St,40.754222,-73.984569,B,D,F,M,7,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,6th Ave,42nd St,SE,40.754609,-73.983894
IND,6 Avenue,42nd St,40.754222,-73.984569,B,D,F,M,7,,,,,,,Easement,YES,,YES,NONE,,FALSE,,TRUE,6th Ave,40th St,NW,40.753709,-73.985084
IND,6 Avenue,42nd St,40.754222,-73.984569,B,D,F,M,7,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,6th Ave,42nd St,NW,40.755333,-73.983934
